user_id,birthday,gender,auction_id,cat_id,cat1,property,buy_mount,day,birthday_date,day_date,age
26629842,20131124,0,41721177698,50010544,50008168,21458:146972093;25935:31381;1628665:29793;1628665:29782;1628665:29799;122217801:3228688;122217801:3265977;122217801:3248884;122217801:3340598;122217801:3284610;122217801:34731;32047:93471;1628348:3229644;122218020:48960;33069:29447291;22121:21671;22066:29563;22009:109279;22061:30912;13510285:3450338;6863019:3269152;13023209:8099153,1,20141212,2013-11-24,2014-12-12,13
27213666,20080413,0,19661743129,50013207,50008168,21458:21599;1628665:92012;1628665:29790;1628665:31614;1628665:29798;1628665:29778;1628665:29784;1628665:29785;1628665:29782;2904342:30905;22019:3340598;22019:34731;22019:2026;22019:50793479;22019:3287412;22019:3377924;25935:31381;1633959:235991932;32047:93472;13394971:30993;13395135:33213;13512632:44718;1628348:11468,1,20130629,2008-04-13,2013-06-29,62
30595206,20070918,0,41281557093,50010557,50008168,21458:543823759;13023209:702019757;25935:21991;1627368:3218565;122217965:3227750;22066:29563;33069:104912;22121:30905;22061:30912;1628348:11468;32047:93470;22119:30902;1628665:3233938;1628665:29784;1628665:29799;122217801:3340598;122217801:34731;122217801:2026;122217801:50793479;122217801:3287412,1,20141024,2007-09-18,2014-10-24,85
31235454,20110319,0,16674140540,50013207,50008168,21458:584183620;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:3233940;1628665:3233936;1628665:3233937;1628665:3233938;1628665:82340;1628665:29787;1628665:29784;1628665:29793;1628665:131622;1628665:108579;1628665:29785;1628665:29782;1628665:29799;22121:31004;122217801:3340598;122217801:34731;122217801:2026;122217801:50793479;122217801:3287412;122217801:3263874;122217801:3385599;122217801:3226274;25935:31381;13023209:3328571;32047:93470;22009:29800;22066:31379;22061:30912;122217806:30902,1,20141007,2011-03-19,2014-10-07,43
31795068,20071124,0,20749016489,121394024,50008168,21458:108838;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778;1628665:3233938;1628665:82340;1628665:29787;1628665:29784;1628665:29793;1628665:131622;1628665:29796;1628665:133527;1628665:108579;1628665:29785;1628665:29782;1628665:29799;122217801:3340598;122217801:34731;122217801:2026;122217801:50793479;122217801:3287412;122217801:3377924;122217801:2375;122217801:28232;22009:21671;122217803:30916;21477:4195556;25935:31381;13512069:117821971;21475:493281615;21475:20145005;21475:234713719;21475:493281617;21475:493281618;21475:493281619;13023209:193961752,1,20141212,2007-11-24,2014-12-12,85
33062883,20100814,1,37219507191,50013207,50008168,1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;22121:30905;122217801:34731;122217801:2026;122217801:50793479;122217801:3287412;122217801:3377924;25935:31381;32047:93471;22009:29800;22066:31379;22061:30912;122217806:30902;1628348:11468;13023209:3379112;21458:28911,1,20140509,2010-08-14,2014-05-09,45
34582044,20121101,0,43428724709,50010538,50008168,115931637:36783665;21458:30992;13023209:347749806;25935:21991;1628665:3233938;1628665:29782;122217801:3265977;122217801:3248884;122217801:3340598;122217801:3284610;122217801:34731;32047:93470;1628348:11468;122217965:29431631;122218045:21671;33069:104911;22066:3381725;22121:30905;22061:109080;122217803:30916;22009:106665,1,20150111,2012-11-01,2015-01-11,26
34911780,20100302,1,16873424587,50016240,50014815,21458:8535341;4089047:130747;4089047:15213930;4089047:8182200;4089047:11580,2,20120813,2010-03-02,2012-08-13,29
35831517,20110708,0,39512885303,50011993,28,21458:467060003;13023209:632460127;122218042:13068;1628861:21671;32959:104027;122217889:82125;21479:31542;6863019:3726638;21475:135183931;1628665:3233941;1628665:29790;1628665:3233936;1628665:3233938;1628665:29793;1628665:108579;1628665:29785;6864839:65569917;6864839:75472461;6864839:99060;6864839:75475275;6864839:5233065;6864839:4105896;6864839:14391487,1,20141230,2011-07-08,2014-12-30,41
37273026,20120212,1,5450218363,50018854,38,6933666:96059;6933553:106727;33595:16453265;21458:38611410;1633959:38611410,6,20131105,2012-02-12,2013-11-05,21
38061660,20111203,1,19866862313,50010549,50008168,21458:77147458;1633959:305833808;25935:31381;1628348:11468;1627349:36783070;3988915:104912;2904342:30905;13394971:125202070;8151548:29800;13395135:30910;2919054:55366;1628665:29785;1628665:29782;1628665:29799;22019:3238327;22019:3228688;22019:3265977;22019:3340598;22019:34731,1,20131111,2011-12-03,2013-11-11,23
40305507,20111017,1,36380970504,50013636,50008168,21458:120644504;14061094:379136427;1628665:29790;1628665:3233936;1628665:29798;1628665:133527;25935:21990;1633959:379136427;32047:93471;22019:3340598;22019:3284610;22019:34731;22019:2026;22019:50793479;22135:31412;1628366:30916;8151548:29800;13529746:21983;13529646:117906617;13394971:29563;22022:110150624;13539026:117942785,1,20131213,2011-10-17,2013-12-13,26
41643429,20140322,1,12715037736,50024627,28,21458:3467176;13216395:40997313;11684888:22986;21475:275708185;1628665:3233941,1,20141010,2014-03-22,2014-10-10,7
42687654,20090515,1,36544264727,50010538,50008168,21458:389094110;25935:21991;1628665:29778;1628665:29784;1628665:29782;22019:50793479;22019:3287412;22019:3377924;22019:2375;22019:28232;32047:93471;1628348:11468;1627349:36783070;2919054:11337999;3988915:104912;13394971:29563;2904342:30905;13395135:30912;1628366:30916;8151548:9116395,1,20140106,2009-05-15,2014-01-06,56
43241697,20120512,0,19671833975,50012367,122650008,1628665:3233936;1628665:3233938;1628665:82340;1628665:29787;1628665:29784;1628665:29793;1628665:131622;1628665:29796;22007:30380;22007:30381;22007:30382;1628366:30916;8185015:3229359;8185016:31619;8185018:31686;25935:21991;25935:21990;25935:31381;1629251:47570;6833045:114779;21458:39744;1633959:309780114;2397831:16560972,1,20140213,2012-05-12,2014-02-13,21
44716356,20130211,0,36207455567,50012474,28,1628665:3233941;1628665:29790;1628665:3233936;32959:106786333;21475:275708185;21458:33154283;8948136:33154283,1,20140427,2013-02-11,2014-04-27,14
46013049,20140408,1,40782358000,50023792,28,21475:275708185;21458:137807244;29133686:234240054;11666049:62519847,1,20140923,2014-04-08,2014-09-23,5
46951908,20091217,1,21763132643,50023536,28,11666049:40203;21458:201887971;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;11684888:11468;21475:135183931,1,20140829,2009-12-17,2014-08-29,56
47742510,20140727,0,13518730030,121398035,50022520,21458:21049220;12874634:114510315;13023209:657433776;19213301:27521063;21477:105416591;122217803:3290137;22009:104585;122217965:3227750;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29778;1628665:82340;1628665:29784;1628665:131622;1628665:29796;1628665:133527;1628665:108579;1628665:29785;1628665:29782;1628665:29799;21967:29774;21967:29775;21967:29776,1,20141019,2014-07-27,2014-10-19,3
48655521,20110101,0,35017672642,50023661,28,21458:211472372;33610136:325645862;11644036:28619;11666049:99389917;11759968:88169268;11684888:104528258;1628665:29784;21475:137325,1,20131127,2011-01-01,2013-11-27,34
49167150,20130818,2,74054275,50009550,50014815,21458:21915;5131469:21883744;2815901:27916391;1633959:3736784;5127936:26286750;21479:21671,1,20131031,2013-08-18,2013-10-31,2
49983255,20140206,2,42802840988,50010536,50008168,1628665:3233942;1628665:3233936;25935:31381;122217801:3265977;122217801:3340598;122217801:34731;122217801:2026;21458:617198087,1,20141209,2014-02-06,2014-12-09,10
50238258,20101206,1,24784096636,50018412,50014815,21458:3407346;37150056:5752671;6851452:4343058,1,20130514,2010-12-06,2013-05-14,29
51103674,20110817,0,20437260826,50007140,28,21458:19007608;12064437:188524163;21475:137325;2397831:16561295;4858609:48499109;11684888:104528258,1,20130501,2011-08-17,2013-05-01,21
51880578,20110107,0,25498040503,50023709,28,11666049:62519847;21458:4011457;11780055:37796960;21475:137325,1,20130807,2011-01-07,2013-08-07,31
52529655,20130611,2,41700127609,50012363,122650008,21458:7220802;13023209:721025658;122217803:30916;2397831:16561295;21948:3228727;122218021:31619;25935:21991;25935:21990;2397831:16561404;122217744:4027090;1628665:3233937;1628665:29799;22007:30387;22007:30388;22007:30389;22007:30390;22007:30391,1,20141111,2013-06-11,2014-11-11,17
52744851,20120822,1,17440629603,50010236,50014815,21458:34925;3031071:133197069;3091143:29821534;5434312:9742895;5434423:93697;1628665:3233941;1628665:31614,1,20130401,2012-08-22,2013-04-01,8
53433471,20120903,1,18443716949,251725,28,21458:15330815;1633959:4021018;30338202:202224233;2397831:16560944;21475:11488282,1,20130617,2012-09-03,2013-06-17,9
54855720,20130128,0,39635136808,50018436,50014815,1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778;1628665:3233938;1628665:82340;1628665:29787;1628665:29784;1628665:29793;1628665:131622;1628665:29796;1628665:133527;1628665:108579;1628665:29785,2,20140913,2013-01-28,2014-09-13,20
55875510,20120803,0,37278421412,50013207,50008168,1628665:29778;22019:34731;22019:2026;22019:50793479;22019:3287412;22019:3377924;22019:2375;25935:21991,1,20140221,2012-08-03,2014-02-21,18
56663970,20091116,1,8007595536,50016034,28,3988595:107129;1628665:131622;1628665:29796;1628665:133527;1628665:29785;1628665:29782;1628665:29799;3972049:5412331;11684888:104528258,1,20131025,2009-11-16,2013-10-25,47
57494340,20140518,0,20062826101,50012456,50014815,21458:46896;1628665:3233938;1628665:29796,10,20140308,2014-05-18,2014-03-08,-2
57711375,20130420,2,12917121510,50013175,28,2397831:16560944,1,20120914,2013-04-20,2012-09-14,-7
58199199,20110702,0,16436704905,211122,38,21458:3270818;33595:28871;21475:137322;6933553:22422831;6933666:96059;1661547:35957265;3822078:4193416,4,20121016,2011-07-02,2012-10-16,15
58463787,20100928,1,35348722557,203527,28,21458:89742396;1633959:8040799;21974:32608;22724:40168;22729:40278;2444468:17122099;6725953:48332;7831991:20451167;21956:29743;11684888:104528257;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778;1628665:3233938;1628665:82340;1628665:29787;1628665:29784;1628665:29796;1628665:133527;1628665:108579;1628665:29785;1628665:29782;1628665:29799;21475:137325,1,20131026,2010-09-28,2013-10-26,37
59069103,20060413,0,10491058986,251725,28,1628665:29778;1628665:29782;1628665:29784;1628665:29785;1628665:29787;1628665:29790;1628665:29793;1628665:29796;1628665:29798;1628665:29799;1628665:31614;1628665:61550;1628665:82340;1628665:92012;1628665:108579;1628665:131622;1628665:133527;1628665:3233936;1628665:3233937;1628665:3233938;1628665:3233939;1628665:3233940;1628665:3233941;1628665:3233942;2397831:40203,1,20120719,2006-04-13,2012-07-19,75
59596068,20130428,1,13044166016,50007011,50008168,21458:3307249;1633959:3437177;1628665:3233942;1628665:61550;1628665:3233938;1628665:82340;1628665:29787;1628665:29784;3130834:20953716;1628324:7202757;35931:133201;2124281:12439576;25935:31381;5426651:29841;1628165:30993;8151548:29800,1,20130412,2013-04-28,2013-04-12,0
60387171,20130216,1,35323826536,50018831,50014815,21458:28589;1628672:338369535;114811788:22766362;123923464:29774;25935:51746;7250727:3218944;33337:321398229;22757:29230;122218054:22766362;122217774:3248841,1,20150127,2013-02-16,2015-01-27,23
61079421,20130501,1,18769969047,50014274,50014815,21458:6870189;3963564:111002037;45618231:47327;3748803:3984338,1,20130803,2013-05-01,2013-08-03,3
61620681,20130308,0,35055137651,50007011,50008168,21458:7994622;1633959:16310661;3130834:20953716;35931:133199;2124281:12439576;25935:31381;1628165:30993;8151548:106665;1628665:3233942;1628665:3233938;1628665:29784;1628665:29785;1628665:29782;1628324:3229494;5426651:29841,1,20131111,2013-03-08,2013-11-11,8
62879667,20111205,0,35633055239,121394024,50008168,1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778;1628665:3233938;1628665:82340;1628665:29787;1628665:29784;1628665:29793;1628665:131622;1628665:29796;1628665:133527;1628665:108579;122217801:3238327;122217801:3228688;122217801:3265977;122217801:3340598;122217801:34731;122217801:2026;22009:29800;122217803:30914;21477:4195556;21477:30731631;21477:28695579;21477:4069612;25935:31381;13512069:117821971;21475:61944851;21475:20145005;21458:11811877,1,20141212,2011-12-05,2014-12-12,36
64343163,20100123,1,26101924419,50012451,50008168,21458:30992;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;22019:2026;22019:50793479;22019:3287412;22019:3377924;33030:104582;33162:33976;3156768:4069612;25935:21990;13512069:31494;1628324:3229496;1628324:38368874;1628324:19811010;1628324:104936,1,20130705,2010-01-23,2013-07-05,42
65312343,20090627,1,27144848296,50012359,122650008,1628665:29787;1628665:29784;1628665:29793;1628665:29796;22007:30376;22007:30388;22007:30389;22007:30391;22007:30392;22007:30393;22007:30394;22007:30395;22007:30396;22007:30397;22007:30398;22007:30399;22007:30400;22007:30338;22007:30401;22007:78118851;1628366:3230095;25935:21991;25935:21990;25935:31381;21458:80429293,1,20131127,2009-06-27,2013-11-27,53
66248748,20120908,0,14869136708,50012456,50014815,21458:4488171;1633959:3369777,1,20120714,2012-09-08,2012-07-14,-2
66755460,20110307,1,6237968940,50010555,50008168,21458:30992;25935:31381;1628665:3233941;1628665:29778;1628665:3233938;1628665:82340;1628665:29796;1628665:108579;1628665:29782;1628665:29799;122217801:3238327;122217801:3228688;122217801:3265977;122277773:38363840;32047:93470;122217803:3230095;22009:29800;33069:104880;1628348:11468;122217806:30902;35397:29773,1,20140302,2011-03-07,2014-03-02,36
67443207,20080101,0,18921322045,50012360,122650008,21458:59122972;1628665:29778;1628665:3233938;1628665:82340;1628665:29784;1628665:108579;1628665:29785;1628665:29782;1628665:29799;1633959:280654456;22007:30376;22007:30377;22007:30391;22007:30392;22007:30393;22007:30394;22007:30395;22007:30396;22007:30397;22007:30398;22007:30399;22007:30400;22007:30338;22007:30401;1628366:32799;2397831:16561212;8185014:3228727;8185017:31691;21972:29855;8185016:31619;8185021:3227759;8185020:14466340;25935:21991;39124336:29855,1,20130802,2008-01-01,2013-08-02,67
67985523,20120713,0,20193534613,50014271,50014815,21458:21593;5544705:3334854;5544709:6373477;3748803:82310;3730821:93669;5260764:28471;2815901:5758970,1,20140102,2012-07-13,2014-01-02,18
69057729,20110105,1,41329822560,50018831,50014815,21458:4348502;1629846:4339941;37585763:662302259;123923464:29773;25935:51746;7250727:21892;33337:70368813;22757:28481;122218054:662302259;122217774:43332,1,20150127,2011-01-05,2015-01-27,48
69435486,20120821,1,41564495005,50013636,50008168,21458:30992;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778;1628665:3233938;1628665:82340;1628665:108579;25935:31381;32047:93471;122217801:3265977;122217801:3340598;122217801:34731;122217801:2026;122217801:3238422;22135:31412;122217803:30916;122277569:21983;2049128:117906617;22066:31379;22022:110150624;13658074:3235337,1,20141111,2012-08-21,2014-11-11,27
70069665,20100415,0,15962074584,50007011,50008168,1628324:9319927;1628665:92012;1628665:3233941;1628665:3233942;5426651:29772,1,20121212,2010-04-15,2012-12-12,32
70835010,20140522,0,35202523813,50023591,50022520,1628665:3233941;1628665:29790;1628665:3233936;1628665:3233938;1628665:29793;1628665:108579;21967:29775;21967:29776;21967:29777;11697064:31014;11697039:21983;11719942:11462;22334:30916;8151548:32752634;21458:3669597,1,20131120,2014-05-22,2013-11-20,-6
71726532,20110515,0,38898923007,121466023,50008168,1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778;1628665:3233938;1628665:82340;25935:21991,1,20140709,2011-05-15,2014-07-09,38
72231900,20110221,0,18192190705,251725,28,21458:33263293;13023209:191770068;29185731:191770068;22061:21671;14215263:52992;21479:3262142;2397831:16561212;11684888:11468;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;21475:135183931,1,20140426,2011-02-21,2014-04-26,38
72746697,20140222,1,37346822188,121394024,50008168,21458:58116770;1628665:29793;13023209:4076242;122217801:3238327;122217801:3228688;122217801:3265977;122217801:3340598;122217801:34731;22009:29800;122217803:30914;21477:4195556;21477:30731631;21477:106779;21477:3979320;21477:4069612;25935:21990;13512069:40366865;21475:61944851;21475:20145005;21475:234713719,1,20140817,2014-02-22,2014-08-17,6
73291425,20100628,0,41088982319,50012365,122650008,21458:14646974;13023209:609084424;122217803:30916;2397831:16561025;23346:46084;124129949:18340619;122218021:3269476;122218019:31686;21948:14543980;3034215:3224847;35730:125116;122217809:31691;122218045:29810;25935:21991;2397831:16561295;1628665:3233938;1628665:82340;1628665:29787;1628665:29784;1628665:131622;1628665:29796;1628665:133527;1628665:108579;1628665:29785;1628665:29782;22007:30386;22007:30387;22007:30388;22007:30389;22007:30390;22007:30391;22007:30392;22007:30393;22007:30394;22007:30395;22007:30396;22007:30397;22007:30398;22007:30399;22007:30400,1,20141220,2010-06-28,2014-12-20,54
74459175,20130309,0,13155318835,50012564,50014815,21458:77835136;15039464:594741715;131982089:5517310;122217774:3265977;1628149:48509498;15054114:5517310;8456532:4244397,5,20140720,2013-03-09,2014-07-20,16
75343881,20120225,0,17908085498,50013636,50008168,21458:30992;13658074:3235337;1628665:31614;25935:21991;32047:93471;22019:3228688;22019:3248884;22019:3265977;22019:3340598;22135:31410;1628366:30915;8151548:29800;13529746:21983;13529646:117906617;13394971:31379;22022:110150624;13539026:117942783,1,20130413,2012-02-25,2013-04-13,14
75613245,20111122,1,37880332798,50006602,50008168,10984217:21985;21479:106713;1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;21475:3473865;21475:3229496;21475:38368874;21475:19811010;122217803:30915,1,20140325,2011-11-22,2014-03-25,28
76580427,20120307,1,25481540232,50014274,50014815,21458:21473;3748803:3984338;5260764:28867;2815901:81059009;5432702:3319075;5460145:49285,1,20130607,2012-03-07,2013-06-07,15
77933013,20100702,1,17958495541,50023790,28,1628665:3233941;1628665:3233942;1628665:3233939;1628665:92012;1628665:29790;1628665:31614;1628665:61550;1628665:3233940;1628665:3233936;1628665:3233937;1628665:29798;1628665:29778;1628665:3233938;1628665:82340;1628665:29787;1628665:29784;1628665:29793;1628665:131622;1628665:29796;1628665:133527;1628665:108579;1628665:29785;1628665:29782;1628665:29799;11945730:125113;11945730:47034;11945730:131623;11945730:2054;11945730:48107;11945730:93943;11945730:21805;11945730:47734;11945697:73437541;11684888:104528258;21475:137325;11666049:40203,1,20130910,2010-07-02,2013-09-10,38
78375309,20130322,1,26632468078,50013636,50008168,21458:30992;13658074:7433090;1628665:29796;1628665:3233938;1628665:3233939;25935:31381;1633959:7433090;32047:93471;22019:3228688;22019:3340598;22019:34731;1628366:32799;8151548:29800;13529746:21983;13394971:30993;22022:110150624;13539026:29479,1,20130816,2013-03-22,2013-08-16,5
78962691,20130218,0,37551736045,50012363,122650008,21458:4029986;13023209:5169522;122217803:30915;2397831:16561164;21948:3228727;124129949:3229359;122218021:135739;35730:125116;22061:14033338;25935:21991;25935:21990;25935:31381;1628665:3233939;1628665:3233938;1628665:29796;22007:30377;22007:30378;22007:30379;22007:30380;22007:30381;22007:30382;122217744:4027090;27759919:6218776,1,20140604,2013-02-18,2014-06-04,16
80014536,20120615,1,15046969968,50015969,50014815,21458:150320520;19210107:106467;19210108:85955;1628665:3233941,1,20120831,2012-06-15,2012-08-31,2
80512596,20130208,0,36131873399,50012363,122650008,21458:67173059;1628665:3233939;1628665:3233938;1628665:29796;22007:30384;22007:30385;22007:30386;22007:30387;22007:30388;22007:30389;25935:21991;25935:21990;25935:31381;122217744:4027090;13023209:3293111;2397831:16561212,1,20140220,2013-02-08,2014-02-20,12
